Opening Invoice Creation Tool Item,Apertura de Elemento de Herramienta de Creación de Factura,
Opening Invoice Item,Producto de factura de apertura,
Opening Invoices,Factura de Apertura,
Opening Invoices Summary,Resumen de Facturas de Apertura,
Opening Qty,Cant. de Apertura,
Opening Stock,Apertura de stock,
Opening Time,Hora de Apertura,
Opening Value,Valor de apertura,
Opening {0} Invoice created,Apertura Factura {0} Creada,
Operating Cost,Costo de Operación,
Operating Cost (Company Currency),Costo de funcionamiento (Divisa de la Compañia),
Operating Cost as per Work Order / BOM,Costo operativo según la orden de trabajo / BOM,
Operating Cost(Company Currency),Costo de funcionamiento (Divisa de la Compañia),
Operating Costs,Costos operativos,
Operation,Operación,
Operation Cost,Costo de operación,
Operation Description,Descripción de la operación,
Operation ID,ID de operación,
Operation Id,ID de operación,
Operation Row Number,Número de fila de operación,
Operation Section,Operation Section,
Operation Time,Operation Time,
Operation Time must be greater than 0 for Operation {0},El tiempo de operación debe ser mayor que 0 para {0},
Operation completed for how many finished goods?,¿Operación completada para cuántos productos terminados?,
Operation {0} added multiple times in the work order {1},Operación {0} agregada varias veces en la orden de trabajo {1},
Operation {0} does not belong to the work order {1},La operación {0} no pertenece a la orden de trabajo {1},
"Operation {0} longer than any available working hours in workstation {1}, break down the operation into multiple operations","La operación {0} tomará mas tiempo que la capacidad de producción de la estación {1}, por favor divida la tarea en varias operaciones",
Operations,Operaciones,
Operations cannot be left blank,Las operaciones no pueden dejarse en blanco,
Operator,Operador,
Opp Count,Cant Oportunidad,
Opp/Lead %,Opp / Inviciativa %,
Opportunities,Oportunidades,
Opportunities by lead source,Oportunidades por fuente de iniciativa,
Opportunity,Oportunidad,
Opportunity Amount,Monto de Oportunidad,
Opportunity Date,Fecha de oportunidad,
Opportunity From,Oportunidad desde,
Opportunity Item,Oportunidad Artículo,
Opportunity Lost Reason,Oportunidad Razón perdida,
Opportunity Lost Reason Detail,Detalle de motivo de pérdida de oportunidad,
Opportunity Type,Tipo de oportunidad,
Opportunity {0} created,Oportunidad {0} creada,
Optimize Route,Optimizar Ruta,
Option,Opción,
Optional Holiday List not set for leave period {0},Lista de vacaciones opcional no establecida para el período de licencia {0},
"Optional, if you want to manage stock separately for this Service Unit","Optional, if you want to manage stock separately for this Service Unit",
"Optional. Sets company's default currency, if not specified.","Opcional. Establece moneda por defecto de la empresa, si no se especifica.",
Optional. This setting will be used to filter in various transactions.,Opcional. Esta configuración es utilizada para filtrar la cuenta de otras transacciones,
Options,Opciones,
Orange,naranja,
Order Admission,Admisión de pedidos,
Order Amount,Total de la orden,
Order By,Ordenar por,
Order Confirmation Date,Fecha de Confirmación del Pedido,
Order Confirmation No,Confirmación de Pedido Nro,
Order Count,Cantidad de Pedidos,
Order Discharge,Descarga de pedidos,
Order Entry,Orden de entrada,
Order Group,Order Group,
Order Information,Información del Pedido,
Order Qty,Cantidad,
Order Status,Estado de la orden,
Order Type,Tipo de orden,
Order Value,Valor del pedido,
"Order in which sections should appear. 0 is first, 1 is second and so on.","Orden en el que deben aparecer las secciones. 0 es primero, 1 es segundo y así sucesivamente.",
Order rescheduled for sync,Orden reprogramada para sincronización,
Order/Quot %,Orden / Cotización %,
Ordered,Ordenado/a,
Ordered Qty,Cantidad ordenada,
"Ordered Qty: Quantity ordered for purchase, but not received.","Pedido Cantidad : Cantidad a pedir para la compra, pero no recibió .",
Ordered Quantity,Cantidad ordenada,
Orders,Órdenes,
Organism,Organismo,
Organism Test Item,Elemento de prueba de organismo,
Organism Test Result,Resultado de la prueba del organismo,
Organization,Organización,
Organization Name,Nombre de la Organización,
Organizational Chart,Organigrama de la Empresa,
Orientation,Orientación,
Origin,Origen,
Original Item,Artículo Original,
Original invoice should be consolidated before or along with the return invoice.,La factura original debe consolidarse antes o junto con la factura de devolución.,
Other,Otro,
Other Details,Otros detalles,
Other Reports,Otros Reportes,
Other Risk Factors,Otros Factores de Riesgo,
Other Settings,Otros ajustes,
Other Taxes and Charges,Otros impuestos y cargos,
Other details,Otros detalles,
"Other outward supplies(Nil rated,Exempted)","Otros suministros externos (sin calificación, exentos)",
Other risk factors,Otros factores de riesgo,
Others,Otros,
Out Patient Consulting Charge,Cargo por consulta externa,
Out Patient Consulting Charge Item,Artículo de carga de consultoría para pacientes,
Out Patient SMS Alerts,Alertas SMS de Pacientes,
Out Patient SMS alerts,Alertas por SMS para pacientes externos,
Out Patient Settings,Fuera de la Configuración del Paciente,
Out Qty,Cant. enviada,
Out Time,Fuera de tiempo,
Out Value,Fuera de Valor,
Out of AMC,Fuera de CMA (Contrato de mantenimiento anual),
Out of Order,Fuera de servicio,
Out of Stock,Agotado,
Out of Warranty,Fuera de garantía,
Out of stock,Out of stock,
Outgoing,Saliente,
Outgoing Rate,Tasa saliente,
Outstanding,Excepcional,
Outstanding Amount,Monto pendiente,
Outstanding Amt,Saldo pendiente,
Outstanding Cheques and Deposits to clear,Cheques pendientes y Depósitos para despejar,
Outstanding for {0} cannot be less than zero ({1}),El pago pendiente para {0} no puede ser menor que cero ({1}),
Outward,Exterior,
"Outward taxable supplies(other than zero rated, nil rated and exempted)","Suministros sujetos a impuestos en el exterior (distintos a cero, cero y exentos)",
Outward taxable supplies(zero rated),Suministros gravables al exterior (tasa cero),
Over Billing Allowance (%),Porcentaje permitido de sobrefacturación,
Over Delivery/Receipt Allowance (%),Porcentaje permitido de sobreentrega/recibo,
Over Receipt,Over Receipt,
Over Transfer Allowance,Porcentaje de sobreasignación en transferencias,
Over Transfer Allowance (%),Sobre asignación de transferencia (%),
Overdue,Atrasado,
Overdue Days,Días atrasados,
Overdue Interval,Intervalo vencido,
Overdue Tasks,Tareas atrasadas,
Overdue and Discounted,Atrasado y con descuento,
Overlap in scoring between {0} and {1},Se superponen las puntuaciones entre {0} y {1},
Overlapping conditions found between:,Condiciones traslapadas entre:,
Overproduction Percentage For Sales Order,Porcentaje de Sobreproducción para Orden de Venta,
Overproduction Percentage For Work Order,Porcentaje de Sobreproducción para Orden de Trabajo,
Overproduction for Sales and Work Order,Sobreproducción para ventas y órdenes de trabajo,
Overwrite Salary Structure Amount,Sobrescribir el monto de la Estructura Salarial,
Owned,Propiedad,
Owner,Propietario,
PAN,PAN,
PAN Details,Detalles PAN,
PAN No,PAN No,
PAN Number,Número PAN,
PF Account,Cuenta PF,
PF Amount,Monto PF,
PF Loan,Préstamo PF,
PIN,PIN,
PMO-,PMO-,
PO Supplied Item,Artículo suministrado por pedido,
PO-JOB.#####,PO-JOB. #####,
POS Closing Entry,Entrada de cierre de POS,
POS Closing Entry Detail,Detalle de entrada de cierre de POS,
POS Closing Entry Taxes,Impuestos de entrada al cierre de POS,
POS Closing Failed,POS Closing Failed,
POS Closing failed while running in a background process. You can resolve the {0} and retry the process again.,POS Closing failed while running in a background process. You can resolve the {0} and retry the process again.,
POS Customer Group,POS Grupo de Clientes,
POS Field,Campo POS,
POS Invoice,Factura POS,
POS Invoice Item,Artículo de factura POS,
POS Invoice Merge Log,Registro de combinación de facturas de POS,
POS Invoice Reference,Referencia de factura de punto de venta,
POS Invoice is not {},La factura de POS no es {},
POS Invoice is {},La factura de POS es {},
POS Invoice isn't created by user {},La factura de punto de venta no la crea el usuario {},
POS Invoice should have {} field checked.,La factura de POS debe tener el campo {} marcado.,
POS Invoices,Facturas POS,
POS Invoices will be consolidated in a background process,POS Invoices will be consolidated in a background process,
POS Invoices will be unconsolidated in a background process,POS Invoices will be unconsolidated in a background process,
POS Item Group,POS Grupo de artículos,
POS Opening Entry,Entrada de apertura POS,
POS Opening Entry Detail,Detalle de entrada de apertura de punto de venta,
POS Payment Method,Método de pago POS,
POS Profile,Perfil de POS,
POS Profile User,Usuario de Perfil POS,
POS Profile doesn't matches {},El perfil de POS no coincide {},
POS Profile required to make POS Entry,Se requiere un perfil de TPV para crear entradas en el punto de venta,
POS Profile {} does not belongs to company {},El perfil de POS {} no pertenece a la empresa {},
POS Register,Registro POS,
POS Search Fields,POS Search Fields,
POS Settings,Configuración de POS,
POS Transactions,Transacciones POS,
POS invoice {0} created succesfully,Factura de punto de venta {0} creada correctamente,
POS-CLO-,POS-CLO-,
PRLE-.####,PRLE-.####,
PROJ-.####,PROJ-.####,
PSOA Cost Center,Centro de costos de PSOA,
PSOA Project,Proyecto PSOA,
PU-SSP-.YYYY.-,PU-SSP-.YYYY.-,
PUR-ORD-.YYYY.-,PUR-ORD-.YYYY.-,
PUR-RFQ-.YYYY.-,PUR-RFQ-.YYYY.-,
PUR-SQTN-.YYYY.-,PUR-SQTN-.YYYY.-,
Package Weight Details,Detalles del peso del paquete,
Packed Item,Artículo Empacado,
Packed Items,Productos Empacados,
Packed Items cannot be transferred internally,Packed Items cannot be transferred internally,
Packed quantity must equal quantity for Item {0} in row {1},La cantidad embalada debe ser igual a la del elemento {0} en la línea {1},
Packing List,Lista de Embalaje,
Packing Slip,Lista de embalaje,
Packing Slip Item,Producto de la Lista de embalaje,
Packing Slip(s) cancelled,Lista(s) de embalaje cancelada(s),
Packing Unit,Unidad de Embalaje,
Page Break,Salto de Página,
Page {0} of {1},Página {0} de {1},
Paid,Pagado,
Paid Amount,Monto pagado,
Paid Amount (Company Currency),Monto pagado (Divisa por defecto),
Paid Amount After Tax,Paid Amount After Tax,
Paid Amount After Tax (Company Currency),Paid Amount After Tax (Company Currency),
Paid Amount cannot be greater than total negative outstanding amount {0},La cantidad pagada no puede ser superior a cantidad pendiente negativa total de {0},
Paid Interest Amount,Monto de interés pagado,
Paid Loan,Préstamo Pagado,
Paid Principal Amount,Monto principal pagado,
Paid amount + Write Off Amount can not be greater than Grand Total,"El total de la cantidad pagada + desajuste, no puede ser mayor que el gran total",
Paid and Not Delivered,Pagados y no entregados,
Pallets,Pallets,
Parameter,Parámetro,
Parameter Group,Parameter Group,
Parameter Group Name,Parameter Group Name,
Parameter Name,Nombre del Parámetro,
Parameters,Parámetros,
Parcel Template,Parcel Template,
Parcel Template Name,Parcel Template Name,
Parcel weight cannot be 0,Parcel weight cannot be 0,
Parcels,Parcels,
Parent,Principal,
Parent Account,Cuenta principal,
Parent Account Missing,Parent Account Missing,
Parent Assessment Group,Grupo de Evaluación de Padres,
Parent Batch,Lote padre,
Parent Company,Empresa Matriz,
Parent Company must be a group company,La empresa matriz debe ser una empresa grupal,
Parent Cost Center,Centro de costos principal,
Parent Cost Center cannot be added in Distributed Cost Center,El centro de costos principal no se puede agregar en el centro de costos distribuido,
Parent Customer Group,Categoría principal de cliente,
Parent Department,Departamento de Padres,
Parent Detail docname,Detalle principal docname,
Parent Item,Producto padre / principal,
Parent Item Group,Grupo principal de productos,
Parent Item {0} must not be a Stock Item,El producto principal {0} no debe ser un artículo de stock,
Parent Location,Ubicación Padre,
Parent Procedure,Procedimiento para padres,
Parent Sales Person,Persona encargada de ventas,
Parent Service Unit,Unidad de Servicio para Padres,
Parent Supplier Group,Grupo de Proveedores Principal,
Parent Task,Tarea Padre,
Parent Task {0} is not a Template Task,Parent Task {0} is not a Template Task,
Parent Territory,Territorio principal,
Parent Warehouse,Almacén principal,
Parents Teacher Meeting Attendance,Padres Maestros Asistencia a la Reunión,
Part-time,Tiempo parcial,
Partial Success,Éxito Parcial,
Partially Completed,Parcialmente completado,
Partially Depreciated,Parcialmente depreciado,
Partially Disbursed,Parcialmente Desembolsado,
Partially Fulfilled,Parcialmente Cumplido,
Partially Ordered,Parcialmente ordenado,
Partially Paid,Parcialmente pagado,
Partially Pledged,Parcialmente comprometido,
Partially Received,Parcialmente recibido,
"Partially Sponsored, Require Partial Funding","Parcialmente Patrocinado, Requiere Financiación Parcial",
Partially ordered,Parcialmente ordenado,
Particulars,Datos Particulares,
Parties,Fiestas,
Partly Billed,Parcialmente facturado,
Partly Delivered,Parcialmente entregado,
Partner Type,Tipo de socio,
Partner website,Sitio web de colaboradores,
Party,Tercero,
Party Account,Cuenta asignada,
Party Account Currency,Divisa de la cuenta de tercero/s,
Party Balance,Saldo de tercero/s,
Party Bank Account,Cuenta bancaria del partido,
Party Details,Detalles de la entidad,
Party Information,Información de la entidad,
Party Link,Vínculo de entidades,
Party Name,Nombre de la entidad,
Party Type,Tipo de entidad,
Party Type and Party is mandatory for {0} account,Tipo de Tercero y Tercero es obligatorio para la Cuenta {0},
Party Type and Party is required for Receivable / Payable account {0},Party Type and Party is required for Receivable / Payable account {0},
Party Type is mandatory,Tipo de parte es obligatorio,
Party User,Usuario Tercero,
Party can only be one of {0},Party can only be one of {0},
Party is mandatory,Parte es obligatoria,
Pass,Pasar,
Passed,Aprobado,
Passing Score,Puntaje de aprobación,
Passing Score value should be between 0 and 100,El valor del puntaje de aprobación debe estar entre 0 y 100,
Passive,Pasivo,
Passport Number,Número de pasaporte,
Password,Contraseña,
Password Policy,Política de contraseñas,
Password policy cannot contain spaces or simultaneous hyphens. The format will be restructured automatically,La política de contraseña no puede contener espacios o guiones simultáneos. El formato se reestructurará automáticamente.,
Password policy for Salary Slips is not set,La política de contraseñas para recibos salariales no está establecida,
Past Due Date,Fecha de vencimiento anterior,
Past Orders,Past Orders,
Past Quotes,Past Quotes,
Path,Camino,
Patient,Paciente,
Patient Age,Edad del Paciente,
Patient Age From,Patient Age From,
Patient Age From cannot be less than 0,Patient Age From cannot be less than 0,
Patient Age To,Patient Age To,
Patient Age To cannot be less than 0,Patient Age To cannot be less than 0,
Patient Age To cannot be less than Patient Age From,Patient Age To cannot be less than Patient Age From,
Patient Appointment,Cita del paciente,
Patient Appointment Analytics,Análisis de citas de pacientes,
Patient Appointments,Citas de pacientes,
Patient Assessment,La evaluación del paciente,
Patient Assessment Detail,Detalle de la evaluación del paciente,
Patient Assessment Parameter,Parámetro de evaluación del paciente,
Patient Assessment Sheet,Hoja de evaluación del paciente,
Patient Assessment Template,Plantilla de evaluación del paciente,
Patient Demographics,Datos Demográficos del Paciente,
Patient Details,Detalles del Paciente,
Patient Encounter,Encuentro con el paciente,
Patient Encounter Diagnosis,Diagnóstico de encuentro con el paciente,
Patient Encounter Symptom,Síntoma de encuentro con el paciente,
Patient History,Historia del paciente,
Patient History Custom Document Type,Patient History Custom Document Type,
Patient History Settings,Patient History Settings,
Patient History Standard Document Type,Patient History Standard Document Type,
Patient Medical Record,Registro Médico del Paciente,
Patient Medical Record can only be created for submittable document types.,Patient Medical Record can only be created for submittable document types.,
Patient Name,Nombre del Paciente,
Patient Name By,Nombre del Paciente Por,
Patient Profile,Perfil del paciente,
Patient Progress,Progreso del paciente,
Patient Registration,Registro del Paciente,
Patient Relation,Relación del Paciente,
Patient not found,Paciente no encontrado,
Patient {0} is not admitted in the service unit {1},Patient {0} is not admitted in the service unit {1},
Pause,Pausa,
Pause Job,Pause Job,
Pause SLA On,Pausar SLA activado,
Pause SLA On Status,Pausar SLA en estado,
Pay,Pagar,
Pay Against Benefit Claim,Reclamo de pago contra el beneficio,
Pay Remaining,Pagar restante,
Pay To / Recd From,Pagar a / Recibido de,
Pay via Salary Slip,Pay via Salary Slip,
Pay {0} {1},Pagar {0} {1},
Payable,Pagadero,
Payable Account,Cuenta por pagar,
Payable Amount,Cantidad a pagar,
Payable Principal Amount,Monto del principal a pagar,
Payables,Cuentas por pagar,
Payer Settings,Configuración del pagador,
Payment,Pago,
Payment Account,Cuenta de pagos,
Payment Account is mandatory,La cuenta de pago es obligatoria,
Payment Amount,Importe Pagado,
Payment Amount (Company Currency),Payment Amount (Company Currency),
Payment Cancelled. Please check your GoCardless Account for more details,Pago cancelado Verifique su Cuenta GoCardless para más detalles,
Payment Channel,Canal de pago,
Payment Configuration,Payment Configuration,
Payment Confirmation,Confirmación de pago,
Payment Date,Fecha de pago,
Payment Days,Días de pago,
Payment Deductions or Loss,Deducciones de Pago o Pérdida,
Payment Details,Detalles del Pago,
Payment Document,Documento de pago,
Payment Document Type,Tipo de documento de pago,
Payment Due Date,Fecha de pago,
Payment Entries,Entradas de Pago,
Payment Entries {0} are un-linked,Las entradas de pago {0} estan no-relacionadas,
Payment Entry,Entrada de pago,
Payment Entry Deduction,Deducción de Entrada de Pago,
Payment Entry Reference,Referencia de Entrada de Pago,
Payment Entry already exists,Entrada de pago ya existe,
Payment Entry has been modified after you pulled it. Please pull it again.,"El registro del pago ha sido modificado antes de su modificación. Por favor, inténtelo de nuevo.",
Payment Entry is already created,Entrada de Pago ya creada,
Payment Failed,Pago Fallido,
Payment Failed. Please check your GoCardless Account for more details,Pago Fallido. Verifique su Cuenta GoCardless para más detalles,
Payment From / To,Pago de / a,
Payment Gateway,Pasarela de Pago,
Payment Gateway Account,Cuenta de Pasarela de Pago,
"Payment Gateway Account not created, please create one manually.","Cuenta de Pasarela de Pago no creada, por favor crear una manualmente.",
Payment Gateway Account not set,Payment Gateway Account not set,
Payment Gateway Details,Detalles de Pasarela de Pago,
Payment Gateway Name,Nombre de Pasarela de Pago,
Payment ID,ID de pago,
Payment Limit,Payment Limit,
Payment Method,Método de pago,
Payment Methods,Métodos de pago,
Payment Mode,Método de Pago,
Payment Order,Orden de Pago,
Payment Order Reference,Referencia de Orden de Pago,
Payment Order Status,Estado de la orden de pago,
Payment Order Type,Tipo de orden de pago,
Payment Ordered,Pago Ordenado,
Payment Period Based On Invoice Date,Periodos de pago según facturas,
Payment Plan,Plan de Pago,
Payment Receipt Note,Nota de Recibo de Pago,
Payment Received,Pago recibido,
Payment Reconciliation,Conciliación de pagos,
Payment Reconciliation Allocation,Payment Reconciliation Allocation,
Payment Reconciliation Invoice,Factura para reconciliación de pago,
Payment Reconciliation Payment,Pago para reconciliación de saldo,
Payment Reference,Referencia de Pago,
Payment References,Referencias del Pago,
Payment Request,Solicitud de pago,
Payment Request Type,Tipo de Solicitud de Pago,
Payment Request for {0},Solicitud de pago para {0},
Payment Request took too long to respond. Please try requesting for payment again.,Payment Request took too long to respond. Please try requesting for payment again.,
Payment Schedule,Calendario de Pago,
Payment Schedule Table,Payment Schedule Table,
Payment Summary,Payment Summary,
Payment Tems,Términos de Pago,
Payment Term,Término de pago,
Payment Term Name,Nombre del Término de Pago,
Payment Terms,Términos de pago,
Payment Terms Template,Plantilla de Términos de Pago,
Payment Terms Template Detail,Detalle de Plantilla de Condiciones de Pago,
Payment Type,Tipo de pago,
"Payment Type must be one of Receive, Pay and Internal Transfer","Tipo de pago debe ser uno de Recibir, Pagar y Transferencia Interna",
Payment Unlink Error,Payment Unlink Error,
Payment against {0} {1} cannot be greater than Outstanding Amount {2},El pago para {0} {1} no puede ser mayor que el pago pendiente {2},
Payment amount cannot be less than or equal to 0,El monto del pago no puede ser menor o igual a 0,
Payment methods are mandatory. Please add at least one payment method.,Los métodos de pago son obligatorios. Agregue al menos un método de pago.,
Payment of {0} from {1} to {2},Pago de {0} desde {1} hasta {2},
Payment of {0} received successfully.,Payment of {0} received successfully.,
Payment of {0} received successfully. Waiting for other requests to complete...,Payment of {0} received successfully. Waiting for other requests to complete...,
Payment related to {0} is not completed,El pago relacionado con {0} no se completó,
Payment request failed,Payment request failed,
Payment request {0} created,Pedido de pago {0} creado,
Payments,Pagos,
Payroll,Nóminas,
Payroll Cost Center,Centro de costos de nómina,
Payroll Date,Fecha de Nómina,
Payroll Employee Detail,Detalle de la Nómina del Empleado,
Payroll Entry,Entrada de Nómina,
Payroll Frequency,Frecuencia de la Nómina,
Payroll Number,Número de nómina,
Payroll Payable,Nómina por Pagar,
Payroll Payable Account,Payroll Payable Account,
Payroll Period,Período de Nómina,
Payroll Period Date,Fecha del Período de la Nómina,
Payroll Periods,Períodos de Nómina,
Payroll Settings,Configuración de nómina,
Payroll date can not be greater than employee's relieving date.,La fecha de nómina no puede ser mayor que la fecha de relevo del empleado.,
Payroll date can not be less than employee's joining date.,La fecha de la nómina no puede ser menor que la fecha de incorporación del empleado.,
Payslip,Recibo de Sueldo,
Penalty Amount,Importe de la pena,
Penalty Income Account,Cuenta de ingresos por penalizaciones,
Penalty Interest %,Penalty Interest %,
Penalty Interest Rate (%) Per Day,Tasa de interés de penalización (%) por día,
Penalty against loan:,Penalty against loan:,
Pending,Pendiente,
Pending Activities,Actividades pendientes,
Pending Amount,Monto pendiente,
Pending Leave,Pending Leave,
Pending Principal Amount,Monto principal pendiente,
Pending Qty,Cantidad pendiente,
Pending Quantity,Cantidad pendiente,
Pending Review,Pendiente de revisión,
Pending SO Items For Purchase Request,A la espera de la orden de compra (OC) para crear solicitud de compra (SC),
Pending Work Order,Orden de trabajo pendiente,
Pending activities for today,Actividades pendientes para hoy,
Pending principal amount is {0},Pending principal amount is {0},
Pension Funds,Fondo de pensiones,
Per Month,Por Mes,
Per Received,Per Received,
Per Transferred,Por transferido,
Per Week,Por Semana,
Per Year,Por Año,
Percent,Por ciento,
Percent Deduction,Deducción Porcentual,
Percentage,Porcentaje,
Percentage Allocation,Porcentaje de asignación,
Percentage Allocation should be equal to 100%,El porcentaje de asignación debe ser igual al 100%,
Percentage you are allowed to transfer more against the quantity ordered. For example: If you have ordered 100 units. and your Allowance is 10% then you are allowed to transfer 110 units.,"Porcentaje que se le permite transferir más contra la cantidad solicitada. Por ejemplo: si ha pedido 100 unidades. y su asignación es del 10%, entonces puede transferir 110 unidades.",
Perception Analysis,Análisis de percepción,
Perennial,Perenne,
Period,Período,
Period Based On,Periodo basado en,
Period Closing Entry,Asiento de cierre de período,
Period Closing Settings,Configuración de cierre de período,
Period Closing Voucher,Cierre de período,
Period Details,Detalles del período,
Period End Date,Fecha de Finalización del Período,
Period Name,Nombre del Período,
Period Score,Puntuación del Período,
Period Settings,Configuraciones de período,
Period Start Date,Fecha de Inicio del Período,
Period based On,Período basado en,
Periodicity,Periodo,
Permanent,Permanente,
Permanent Address,Dirección permanente,
Permanent Address Is,La dirección permanente es,
Perpetual inventory required for the company {0} to view this report.,Se requiere un inventario perpetuo para que la empresa {0} vea este informe.,
Person Name,Nombre de persona,
Person Responsible,Persona Responsable,
Person URN,Persona URN,
Personal,Personal,
Personal Bio,Biografía Personal,
Personal Details,Datos personales,
Personal Email,Correo electrónico personal,
Personal and Social History,Historia Personal y Social,
Petrol,Gasolina,
Pharmaceutical,Farmacéutico,
Pharmaceuticals,Productos farmacéuticos,
Phone,Teléfono,
Phone (Office),Teléfono (Oficina),
Phone (R),Teléfono (R),
Phone No,Teléfono No.,
Phone Number,Número de teléfono,
Physician,Médico,
Pick Batch No,Pick Batch No,
Pick List,Lista de picking,
Pick List Item,Seleccionar elemento de lista,
Pick/Drop by Guardian,Recoger/Soltar por Tutor,
Picked Qty,Cantidad elegida,
Pickup,Pickup,
Pickup Contact Person,Pickup Contact Person,
Pickup Date,Pickup Date,
Pickup Date cannot be before this day,Pickup Date cannot be before this day,
Pickup From,Pickup From,
Pickup To time should be greater than Pickup From time,Pickup To time should be greater than Pickup From time,
Pickup Type,Pickup Type,
Pickup from,Pickup from,
Pickup to,Pickup to,
Piecework,Trabajo por obra,
Pincode,Código PIN,
Place Of Supply (State/UT),Lugar de suministro (Estado / UT),
Place Order,Realizar pedido,
Place of Issue,Lugar de emisión.,
Plaid Access Token,Token de acceso a cuadros,
Plaid Client ID,ID de cliente a cuadros,
Plaid Environment,Ambiente a cuadros,
Plaid Link Error,Plaid Link Error,
Plaid Link Failed,Plaid Link Failed,
Plaid Link Refresh Required,Plaid Link Refresh Required,
Plaid Link Updated,Plaid Link Updated,
Plaid Secret,Secreto a cuadros,
Plaid Settings,Configuración de Plaid,
Plaid authentication error,Error de autenticación a cuadros,
Plaid invalid request error,Error de solicitud de tela escocesa no válida,
Plaid public token error,Error de token público a cuadros,
Plaid transactions sync error,Error de sincronización de transacciones a cuadros,
Plan,Plan,
Plan Conditions,Plan Conditions,
Plan Details,Plan Details,
Plan Items,Plan Items,
Plan Name,Nombre del Plan,
Plan material for sub-assemblies,Plan de materiales para los subconjuntos,
Plan operations X days in advance,Planifique las operaciones con X días de anticipación,
Plan time logs outside Workstation working hours,Planifique registros de tiempo fuera del horario laboral de la estación de trabajo,
Plan to Request Qty,Plan to Request Qty,
Planned,Planificado,
Planned End Date,Fecha de finalización planeada,
Planned End Time,Tiempo de finalización planeado,
Planned Operating Cost,Costos operativos planeados,
Planned Qty,Cantidad planificada,
"Planned Qty: Quantity, for which, Work Order has been raised, but is pending to be manufactured.","Cantidad planificada: Cantidad, para la cual, la orden de trabajo se ha elevado, pero está pendiente de fabricación.",
Planned Quantity,Cantidad planificada,
Planned Start Date,Fecha prevista de inicio,
Planned Start Time,Hora prevista de inicio,
Planned number of Positions,Número planificado de Posiciones,
Planning,Planificación,
Plans,Planes,
Plant,Planta,
Plant Analysis,Análisis de Planta,
Plant Analysis Criteria,Criterios de Análisis de Plantas,
Plant Analysis Criterias,Criterios de Análisis de Plantas,
Planting Area,Área de Plantación,
Planting UOM,Plantando UOM,
Plants and Machineries,Plantas y maquinarias,
"Please Restock Items and Update the Pick List to continue. To discontinue, cancel the Pick List.","Reponga artículos y actualice la lista de picking para continuar. Para descontinuar, cancele la Lista de picking.",
Please Select Both Company and Party Type First,Primero seleccione tanto la empresa como el tipo de partido,
Please Select Company First,Please Select Company First,
Please Select a Company,Seleccione una empresa,
Please Select a Company First,Primero seleccione una empresa,
Please Select a Company.,Seleccione una empresa.,
Please Select a Customer,Seleccione un cliente,
Please Select a Supplier,Seleccione un proveedor,
Please Set Supplier Group in Buying Settings.,"Por favor, configure el grupo de proveedores en las configuraciones de compra.",
Please account for ammended documents too.,Please account for ammended documents too.,
Please add Mode of payments and opening balance details.,Agregue el método de pago y los detalles del saldo inicial.,
Please add a Temporary Opening account in Chart of Accounts,Agregue una Cuenta de Apertura Temporal en el Plan de Cuentas,
Please add programs to enable admission application.,Agregue programas para habilitar la solicitud de admisión.,
Please add the Bank Account column,Please add the Bank Account column,
Please add the account to root level Company - {},Agregue la cuenta a la empresa de nivel raíz - {},
Please add the remaining benefits {0} to any of the existing component,Agregue los beneficios restantes {0} a cualquiera de los componentes existentes,
Please add the remaining benefits {0} to the application as pro-rata component,Please add the remaining benefits {0} to the application as pro-rata component,
Please adjust the qty or edit {0} to proceed.,Please adjust the qty or edit {0} to proceed.,
Please cancel and amend the Payment Entry,Please cancel and amend the Payment Entry,
Please cancel payment entry manually first,Please cancel payment entry manually first,
Please check Enable Razorpay for Memberships in {0} to setup subscription,Please check Enable Razorpay for Memberships in {0} to setup subscription,
Please check Multi Currency option to allow accounts with other currency,"Por favor, consulte la opción Multi moneda para permitir cuentas con otra divisa",
Please check Process Deferred Accounting {0} and submit manually after resolving errors.,Please check Process Deferred Accounting {0} and submit manually after resolving errors.,
Please check the error message and take necessary actions to fix the error and then restart the reposting again.,Please check the error message and take necessary actions to fix the error and then restart the reposting again.,
Please check your Plaid client ID and secret values,Verifique su ID de cliente de Plaid y sus valores secretos,
Please check your configuration and try again,Verifique su configuración e intente nuevamente,
Please check your email to confirm the appointment,Please check your email to confirm the appointment,
Please clear the,Please clear the,
Please click on 'Generate Schedule',"Por favor, haga clic en 'Generar planificación'",
Please click on 'Generate Schedule' to fetch Serial No added for Item {0},"Por favor, haga clic en 'Generar planificación' para obtener el no. de serie del producto {0}",
Please click on 'Generate Schedule' to get schedule,"Por favor, haga clic en 'Generar planificación' para obtener las tareas",
Please click on the following button to set your new password,Haga clic en el siguiente botón para establecer su nueva contraseña,
Please configure Clinical Procedure Consumable Item in {0},Please configure Clinical Procedure Consumable Item in {0},
Please confirm once you have completed your training,Por favor confirme una vez que haya completado su formación,
Please contact any of the following users to {} this transaction.,Please contact any of the following users to {} this transaction.,
Please contact your administrator to extend the credit limits for {0}.,Please contact your administrator to extend the credit limits for {0}.,
Please convert the parent account in corresponding child company to a group account.,Convierta la cuenta principal de la empresa secundaria correspondiente en una cuenta de grupo.,
Please create Customer from Lead {0}.,Cree un cliente a partir de un cliente potencial {0}.,
